date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:16:56	1318/1318	---MCZ	200	added ('OK')	text/css	etag:W/%225637747a-526%22	http://html.templines.com/academica/assets/plugins/switcher/css/color3.css	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/plugins/switcher/css/color3.css	(from http://html.templines.com/academica/home-1.html)
21:16:56	1318/1318	---MCZ	200	added ('OK')	text/css	etag:W/%225637747a-526%22	http://html.templines.com/academica/assets/plugins/switcher/css/color4.css	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/plugins/switcher/css/color4.css	(from http://html.templines.com/academica/home-1.html)
21:16:56	1319/1319	---MCZ	200	added ('OK')	text/css	etag:W/%225637747a-527%22	http://html.templines.com/academica/assets/plugins/switcher/css/color5.css	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/plugins/switcher/css/color5.css	(from http://html.templines.com/academica/home-1.html)
21:16:57	217/217	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2015:46:58%20GMT	http://html.templines.com/academica/home.html	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/home.html	(from http://html.templines.com/academica/home-1.html)
21:16:57	4201/4201	---M--	200	added ('OK')	image/png	etag:%22563773f6-1069%22	http://html.templines.com/academica/assets/img/logo.png	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/img/logo.png	(from http://html.templines.com/academica/home-1.html)
21:17:00	165134/165134	---M--	200	added ('OK')	image/jpeg	etag:%2256377421-2850e%22	http://html.templines.com/academica/assets/media/preview/13_contact.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/preview/13_contact.jpg	(from http://html.templines.com/academica/)
21:17:03	14018/14018	---M--	200	added ('OK')	image/jpeg	etag:%2256377463-36c2%22	http://html.templines.com/academica/assets/media/posts/250x250/1.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/posts/250x250/1.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:03	299323/299323	---M--	200	added ('OK')	image/jpeg	etag:%2256377420-4913b%22	http://html.templines.com/academica/assets/media/preview/12_about.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/preview/12_about.jpg	(from http://html.templines.com/academica/)
21:17:05	8225/8225	---M--	200	added ('OK')	image/jpeg	etag:%2256377463-2021%22	http://html.templines.com/academica/assets/media/posts/250x250/2.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/posts/250x250/2.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:06	11814/11814	---M--	200	added ('OK')	image/jpeg	etag:%2256377463-2e26%22	http://html.templines.com/academica/assets/media/posts/250x250/3.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/posts/250x250/3.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:08	16989/16989	---M--	200	added ('OK')	image/jpeg	etag:%2256377463-425d%22	http://html.templines.com/academica/assets/media/posts/250x250/4.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/posts/250x250/4.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:09	15672/15672	---M--	200	added ('OK')	image/jpeg	etag:%2256377465-3d38%22	http://html.templines.com/academica/assets/media/posts/370x220/1.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/posts/370x220/1.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:11	21408/21408	---M--	200	added ('OK')	image/jpeg	etag:%2256377465-53a0%22	http://html.templines.com/academica/assets/media/posts/370x220/2.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/posts/370x220/2.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:12	15021/15021	---M--	200	added ('OK')	image/jpeg	etag:%2256377465-3aad%22	http://html.templines.com/academica/assets/media/posts/370x220/3.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/posts/370x220/3.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:12	2888/2888	---M--	200	added ('OK')	image/jpeg	etag:%22563773ff-b48%22	http://html.templines.com/academica/assets/media/avatar_review/1.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/avatar_review/1.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:13	2991/2991	---M--	200	added ('OK')	image/jpeg	etag:%22563773ff-baf%22	http://html.templines.com/academica/assets/media/avatar_review/2.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/avatar_review/2.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:13	2881/2881	---M--	200	added ('OK')	image/jpeg	etag:%22563773ff-b41%22	http://html.templines.com/academica/assets/media/avatar_review/3.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/avatar_review/3.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:13	2825/2825	---M--	200	added ('OK')	image/jpeg	etag:%2256377404-b09%22	http://html.templines.com/academica/assets/media/clients/1.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/clients/1.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:14	3097/3097	---M--	200	added ('OK')	image/jpeg	etag:%2256377404-c19%22	http://html.templines.com/academica/assets/media/clients/2.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/clients/2.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:14	113338/113338	---M--	200	added ('OK')	image/jpeg	etag:%2256377411-1baba%22	http://html.templines.com/academica/assets/media/main-slider/2.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/main-slider/2.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:14	3047/3047	---M--	200	added ('OK')	image/jpeg	etag:%2256377404-be7%22	http://html.templines.com/academica/assets/media/clients/3.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/clients/3.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:14	2732/2732	---M--	200	added ('OK')	image/jpeg	etag:%2256377404-aac%22	http://html.templines.com/academica/assets/media/clients/4.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/clients/4.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:15	3020/3020	---M--	200	added ('OK')	image/jpeg	etag:%2256377404-bcc%22	http://html.templines.com/academica/assets/media/clients/5.jpg	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/media/clients/5.jpg	(from http://html.templines.com/academica/home-1.html)
21:17:16	92886/92886	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2256377479-16ad6%22	http://html.templines.com/academica/assets/plugins/sliderpro/js/jquery.sliderPro.min.js	C:/Users/amane/Downloads/CollegeSpace/html.templines.com/academica/assets/plugins/sliderpro/js/jquery.sliderPro.min.js	(from http://html.templines.com/academica/home-1.html)
